Coin^^uri,nmo:hasFindspot^^uri,nmo:hasMaterial^^uri,nmo:hasMint^^uri,nmo:hasDenomination^^uri,nmo:hasStartDate^^xsd:gYear,nmo:hasEndDate^^xsd:gYear,nmo:hasMintMark,nmo:hasCountermark,nmo:hasWeight,nmo:hasMinDiameter,nmo:hasMaxDiameter,nmo:hasDie^^id**1,1__nmo:hasAxis,nmo:hasObverse^^id**2,nmo:hasReverse^^id**3,2__nmo:hasContext,3__nmo:hasContext,2__nmo:hasWear,3__nmo:hasWear,2__nmo:hasCorrosion,3__nmo:hasCorrosion,2__nmo:hasLegend,3__nmo:hasLegend
afe:4066,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.0,,,,,,,,,,,,,,
afe:4067,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.96,,,,,,,,,,,,,,
afe:4068,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.84,,,,,,,,,,,,,,
afe:4069,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.72,,,,,,,,,,,,,,
afe:4070,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.67,,,,,,,,,,,,,,
afe:4071,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.6,,,,,,,,,,,,,,
afe:4072,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.13,,,,,,,,,,,,,,
afe:4073,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.87,,,,,,,,,,,,,,
afe:4074,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.86,,,,,,,,,,,,,,
afe:4075,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.79,,,,,,,,,,,,,,
afe:4076,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.77,,,,,,,,,,,,,,
afe:4077,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.76,,,,,,,,,,,,,,
afe:4078,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.76,,,,,,,,,,,,,,
afe:4079,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.65,,,,,,,,,,,,,,
afe:4080,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.34,,,,,,,,,,,,,,
afe:4081,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,1.69,,,,,,,,,,,,,,
afe:4082,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.8,,,,,,,,,,,,,,
afe:4083,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.78,,,,,,,,,,,,,,
afe:4084,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.65,,,,,,,,,,,,,,
afe:4085,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.59,,,,,,,,,,,,,,
afe:4086,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.53,,,,,,,,,,,,,,
afe:4087,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.41,,,,,,,,,,,,,,
afe:4088,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.1,,,,,,,,,,,,,,
afe:4089,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.01,,,,,,,,,,,,,,
afe:4090,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.84,,,,,,,,,,,,,,
afe:4091,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.79,,,,,,,,,,,,,,
afe:4092,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.49,,,,,,,,,,,,,,
afe:4093,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.9,,,,,,,,,,,,,,
afe:4094,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.79,,,,,,,,,,,,,,
afe:4095,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.65,,,,,,,,,,,,,,
afe:4096,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.97,,,,,,,,,,,,,,
afe:4097,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.69,,,,,,,,,,,,,,
afe:4098,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.25,,,,,,,,,,,,,,
afe:4099,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.09,,,,,,,,,,,,,,
afe:4100,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.09,,,,,,,,,,,,,,
afe:4101,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.94,,,,,,,,,,,,,,
afe:4102,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.78,,,,,,,,,,,,,,
afe:4103,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.71,,,,,,,,,,,,,,
afe:4104,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.44,,,,,,,,,,,,,,
afe:4105,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.05,,,,,,,,,,,,,,
afe:4106,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,,,,,,,,,,,,,,,
afe:4107,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.97,,,,,,,,,,,,,,
afe:4108,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,,,,,,,,,,,,,,,
afe:4109,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.4,,,,,,,,,,,,,,
afe:4110,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.04,,,,,,,,,,,,,,
afe:4111,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.91,,,,,,,,,,,,,,
afe:4112,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.9,,,,,,,,,,,,,,
afe:4113,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.66,,,,,,,,,,,,,,
afe:4114,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.54,,,,,,,,,,,,,,
afe:4115,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.5,,,,,,,,,,,,,,
afe:4116,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.48,,,,,,,,,,,,,,
afe:4117,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.9,,,,,,,,,,,,,,
afe:4118,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.88,,,,,,,,,,,,,,
afe:4119,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.87,,,,,,,,,,,,,,
afe:4120,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.85,,,,,,,,,,,,,,
afe:4121,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.8,,,,,,,,,,,,,,
afe:4122,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.73,,,,,,,,,,,,,,
afe:4123,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.73,,,,,,,,,,,,,,
afe:4124,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.65,,,,,,,,,,,,,,
afe:4125,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.45,,,,,,,,,,,,,,
afe:4126,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.07,,,,,,,,,,,,,,
afe:4127,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.11,,,,,,,,,,,,,,
afe:4128,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.55,,,,,,,,,,,,,,
afe:4129,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.5,,,,,,,,,,,,,,
afe:4130,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.93,,,,,,,,,,,,,,
afe:4131,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.87,,,,,,,,,,,,,,
afe:4132,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.71,,,,,,,,,,,,,,
afe:4133,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.67,,,,,,,,,,,,,,
afe:4134,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.26,,,,,,,,,,,,,,
afe:4135,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.15,,,,,,,,,,,,,,
afe:4136,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.76,,,,,,,,,,,,,,
afe:4137,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.28,,,,,,,,,,,,,,
afe:4138,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.12,,,,,,,,,,,,,,
afe:4139,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.81,,,,,,,,,,,,,,
afe:4140,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.04,,,,,,,,,,,,,,
afe:4141,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.29,,,,,,,,,,,,,,
afe:4142,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.92,,,,,,,,,,,,,,
afe:4143,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.91,,,,,,,,,,,,,,
afe:4144,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,1.95,,,,,,,,,,,,,,
afe:4145,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.7,,,,,,,,,,,,,,
afe:4146,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.27,,,,,,,,,,,,,,
afe:4147,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.06,,,,,,,,,,,,,,
afe:4148,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.28,,,,,,,,,,,,,,
afe:4149,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.48,,,,,,,,,,,,,,
afe:4150,,nm:ar,nm:rome,nm:denarius,70,70,,,,,,,,,,,,,,,,,
afe:4151,,nm:ar,nm:rome,nm:denarius,70,70,,,,,,,,,,,,,,,,,
afe:4152,,nm:ar,nm:rome,nm:denarius,69,70,,,,,,,,,,,,,,,,,
afe:4153,,nm:ar,nm:rome,nm:denarius,73,73,,,,,,,,,,,,,,,,,
afe:4155,,nm:ar,nm:rome,nm:denarius,75,75,,,,,,,,,,,,,,,,,
afe:4156,,nm:ar,nm:rome,nm:denarius,75,75,,,,,,,,,,,,,,,,,
afe:4157,,nm:ar,nm:rome,nm:denarius,145,161,,,,,,,,,,,,,,,,,
afe:4158,,nm:ar,nm:rome,nm:denarius,145,161,,,,,,,,,,,,,,,,,
afe:4159,,nm:ar,nm:rome,nm:denarius,73,73,,,,,,,,,,,,,,,,,
afe:4160,,nm:ar,nm:rome,nm:denarius,147,148,,,,,,,,,,,,,,,,,
afe:4161,,nm:ar,nm:rome,nm:denarius,150,151,,,,,,,,,,,,,,,,,
afe:4162,,nm:ar,nm:rome,nm:denarius,159,160,,,,,,,,,,,,,,,,,
afe:4163,,nm:ar,nm:rome,nm:denarius,159,160,,,,,,,,,,,,,,,,,
afe:4164,,nm:ar,nm:rome,nm:denarius,141,161,,,,,,,,,,,,,,,,,
afe:4165,,nm:ar,nm:rome,nm:denarius,141,161,,,,,,,,,,,,,,,,,
afe:4166,,nm:ar,nm:rome,nm:denarius,140,144,,,,,,,,,,,,,,,,,
afe:4167,,nm:ar,nm:rome,nm:denarius,148,149,,,,,,,,,,,,,,,,,
afe:4168,,nm:ar,nm:rome,nm:denarius,161,161,,,,,,,,,,,,,,,,,
afe:4169,,nm:ar,nm:rome,nm:denarius,163,164,,,,,,,,,,,,,,,,,
afe:4170,,nm:ar,nm:rome,nm:denarius,170,171,,,,,,,,,,,,,,,,,
afe:4171,,nm:ar,nm:rome,nm:denarius,161,161,,,,,,,,,,,,,,,,,
afe:4172,,nm:ar,nm:rome,nm:denarius,161,176,,,,,,,,,,,,,,,,,
afe:4173,,nm:ar,nm:rome,nm:denarius,164,169,,,,,,,,,,,,,,,,,
afe:4174,,nm:ar,nm:rome,nm:denarius,183,184,,,,,,,,,,,,,,,,,
afe:4175,,nm:ar,nm:rome,nm:denarius,189,189,,,,,,,,,,,,,,,,,
afe:4176,,nm:ar,nm:rome,nm:denarius,190,190,,,,,,,,,,,,,,,,,
afe:4177,,nm:ar,nm:rome,nm:denarius,190,191,,,,,,,,,,,,,,,,,
afe:4178,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.99,,,,,,,,,,,,,,
afe:4179,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.08,,,,,,,,,,,,,,
afe:4180,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.89,,,,,,,,,,,,,,
afe:4181,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.87,,,,,,,,,,,,,,
afe:4182,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.13,,,,,,,,,,,,,,
afe:4183,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.9,,,,,,,,,,,,,,
afe:4184,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,3.03,,,,,,,,,,,,,,
afe:4185,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.72,,,,,,,,,,,,,,
afe:4186,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.1,,,,,,,,,,,,,,
afe:4187,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.87,,,,,,,,,,,,,,
afe:4188,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.74,,,,,,,,,,,,,,
afe:4189,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.73,,,,,,,,,,,,,,
afe:4190,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.84,,,,,,,,,,,,,,
afe:4191,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,3.4,,,,,,,,,,,,,,
afe:4192,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.91,,,,,,,,,,,,,,
afe:4193,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,,,,,,,,,,,,,,,
afe:4194,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.73,,,,,,,,,,,,,,
afe:4195,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,3.14,,,,,,,,,,,,,,
afe:4196,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,3.1,,,,,,,,,,,,,,
afe:4197,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,3.1,,,,,,,,,,,,,,
afe:4198,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.97,,,,,,,,,,,,,,
afe:4199,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,3.25,,,,,,,,,,,,,,
afe:4200,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.77,,,,,,,,,,,,,,
afe:4201,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.76,,,,,,,,,,,,,,
afe:4202,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.76,,,,,,,,,,,,,,
afe:4203,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.24,,,,,,,,,,,,,,
afe:4204,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,3.24,,,,,,,,,,,,,,
afe:4205,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.79,,,,,1,1,,PRINC,,,,,,
afe:4206,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.8,,,,,,,,,,,,,,
afe:4207,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.65,,,,,,,,,,,,,,
afe:4208,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.42,,,,,,,,,,,,,,
afe:4209,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.42,,,,,,,,,,,,,,
afe:4210,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.4,,,,,,,,,,,,,,
afe:4211,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.94,,,,,,,,,,,,,,
afe:4212,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.85,,,,,,,,,,,,,,
afe:4213,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.84,,,,,,,,,,,,,,
afe:4214,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.83,,,,,,,,,,,,,,
afe:4215,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.88,,,,,,,,,,,,,,
afe:4216,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,2.61,,,,,,,,,,,,,,
afe:4217,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,114,,,3.4,,,,,,,,,,,,,,
afe:4218,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.22,,,,,,,,,,,,,,
afe:4219,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,,,,,,,,,,,,,,,
afe:4220,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.77,,,,,,,,,,,,,,
afe:4221,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.89,,,,,,,,,,,,,,
afe:4222,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.75,,,,,,,,,,,,,,
afe:4223,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.11,,,,,,,,,,,,,,
afe:4224,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.8,,,,,,,,,,,,,,
afe:4225,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.22,,,,,,,,,,,,,,
afe:4226,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.07,,,,,,,,,,,,,,
afe:4227,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.91,,,,,,,,,,,,,,
afe:4228,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.84,,,,,,,,,,,,,,
afe:4229,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.72,,,,,,,,,,,,,,
afe:4230,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.51,,,,,,,,,,,,,,
afe:4231,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.07,,,,,,,,,,,,,,
afe:4232,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.1,,,,,,,,,,,,,,
afe:4233,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.11,,,,,,,,,,,,,,
afe:4234,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.06,,,,,,,,,,,,,,
afe:4235,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.01,,,,,,,,,,,,,,
afe:4236,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.95,,,,,,,,,,,,,,
afe:4237,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.94,,,,,,,,,,,,,,
afe:4238,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.93,,,,,,,,,,,,,,
afe:4239,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.06,,,,,,,,,,,,,,
afe:4240,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.7,,,,,,,,,,,,,,
afe:4241,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.64,,,,,,,,,,,,,,
afe:4242,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.64,,,,,,,,,,,,,,
afe:4243,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.86,,,,,,,,,,,,,,
afe:4244,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.17,,,,,,,,,,,,,,
afe:4245,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.12,,,,,,,,,,,,,,
afe:4246,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.07,,,,,,,,,,,,,,
afe:4247,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.1,,,,,,,,,,,,,,
afe:4248,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.52,,,,,,,,,,,,,,
afe:4249,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.43,,,,,,,,,,,,,,
afe:4250,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.41,,,,,,,,,,,,,,
afe:4251,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.91,,,,,,,,,,,,,,
afe:4252,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.21,,,,,,,,,,,,,,
afe:4253,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.2,,,,,,,,,,,,,,
afe:4254,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.95,,,,,,,,,,,,,,
afe:4255,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.83,,,,,,,,,,,,,,
afe:4256,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.35,,,,,,,,,,,,,,
afe:4257,gaz:2117972,nm:ar,nm:rome,nm:denarius,101,117,,,2.57,,,,,,,,,,,,,,
afe:4258,gaz:2117972,nm:ar,nm:rome,nm:denarius,101,117,,,2.38,,,,,,,,,,,,,,
afe:4259,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.98,,,,,,,,,,,,,,
afe:4260,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.79,,,,,,,,,,,,,,
afe:4261,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.77,,,,,,,,,,,,,,
afe:4262,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.27,,,,,,,,,,,,,,
afe:4263,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.12,,,,,,,,,,,,,,
afe:4264,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.1,,,,,,,,,,,,,,
afe:4265,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.98,,,,,,,,,,,,,,
afe:4266,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.87,,,,,,,,,,,,,,
afe:4267,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.85,,,,,,,,,,,,,,
afe:4268,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.57,,,,,,,,,,,,,,
afe:4269,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.57,,,,,,,,,,,,,,
afe:4270,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.54,,,,,,,,,,,,,,
afe:4271,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.98,,,,,,,,,,,,,,
afe:4272,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.95,,,,,,,,,,,,,,
afe:4273,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.76,,,,,,,,,,,,,,
afe:4274,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,1.37,,,,,,,,,,,,,,
afe:4275,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,3.08,,,,,,,,,,,,,,
afe:4276,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.36,,,,,,,,,,,,,,
afe:4277,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,2.28,,,,,,,,,,,,,,
afe:4278,gaz:2117972,nm:ar,nm:rome,nm:denarius,98,99,,,1.93,,,,,,,,,,,,,,
afe:4279,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.24,,,,,,,,,,,,,,
afe:4280,gaz:2117972,nm:ar,nm:rome,nm:denarius,103,111,,,2.4,,,,,,,,,,,,,,
afe:4281,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,117,,,2.07,,,,,,,,,,,,,,
afe:4282,gaz:2117972,nm:ar,nm:rome,nm:denarius,98,117,,,2.62,,,,,,,,,,,,,,
afe:4283,gaz:2117972,nm:ar,nm:rome,nm:denarius,98,117,,,2.57,,,,,,,,,,,,,,
afe:4284,gaz:2117972,nm:ar,nm:rome,nm:denarius,98,117,,,2.32,,,,,,,,,,,,,,
afe:4285,gaz:2117972,nm:ar,nm:rome,nm:denarius,112,117,,,,,,,,,,,,,,,,,
afe:4286,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,,,,,,,,,,,,,,,
afe:4287,gaz:2117972,nm:ar,nm:rome,nm:denarius,114,117,,,,,,,,,,,,,,,,,
afe:4288,gaz:2117972,nm:ar,,nm:drachma,98,117,,,2.98,,,,,,,,,,,,,,
afe:4289,gaz:2117972,nm:ar,nm:rome,nm:denarius,117,117,,,,,,,,,,,,,,,,,
afe:4290,gaz:2117972,nm:ar,nm:rome,nm:denarius,117,117,,,3.26,,,,,,,,,,,,,,
afe:4291,gaz:2117972,nm:ar,nm:rome,nm:denarius,117,117,,,3.39,,,,,,,,,,,,,,
afe:4292,gaz:2117972,nm:ar,nm:rome,nm:denarius,117,117,,,2.65,,,,,,,,,,,,,,
afe:4293,gaz:2117972,nm:ar,nm:rome,nm:denarius,117,117,,,3.59,,,,,,,,,,,,,,
afe:4294,gaz:2117972,nm:ar,nm:rome,nm:denarius,117,117,,,3.02,,,,,,,,,,,,,,
afe:4295,gaz:2117972,nm:ar,nm:rome,nm:denarius,117,117,,,3.14,,,,,,,,,,,,,,
afe:4296,gaz:2117972,nm:ar,nm:rome,nm:denarius,117,117,,,2.54,,,,,,,,,,,,,,
afe:4297,gaz:2117972,nm:ar,nm:rome,nm:denarius,117,117,,,2.48,,,,,,,,,,,,,,
afe:4298,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,2.75,,,,,,,,,,,,,,
afe:4299,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,,,,,,,,,,,,,,,
afe:4300,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,3.2,,,,,,,,,,,,,,
afe:4301,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,3.1,,,,,,,,,,,,,,
afe:4302,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,2.54,,,,,,,,,,,,,,
afe:4303,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,2.17,,,,,,,,,,,,,,
afe:4304,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,3.35,,,,,,,,,,,,,,
afe:4305,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,3.31,,,,,,,,,,,,,,
afe:4306,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,3.22,,,,,,,,,,,,,,
afe:4307,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,2.94,,,,,,,,,,,,,,
afe:4308,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,2.93,,,,,,,,,,,,,,
afe:4309,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,2.74,,,,,,,,,,,,,,
afe:4310,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,2.73,,,,,,,,,,,,,,
afe:4311,gaz:2117972,nm:ar,nm:rome,nm:denarius,118,118,,,2.71,,,,,,,,,,,,,,
